declaration_id,governor,administration,governor_key,collection_id,record_id,document_type,eo_number,year,date_signed,event_description,subject,is_emergency_action,action_type,weather_related,weather_hazards,external_assistance_only,format,archive_record_url,document_url,source
VA-YOUNGKIN-ED-1-2022,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188491805756,Executive Directive,ED-1,2022,2022-01-15,Executive Directive 1 (2022) Laying a Strong Foundation for Job Creation and Economic Growth through Target Regulatory Reductions,Laying a Strong Foundation for Job Creation and Economic Growth through Target Regulatory Reductions,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188491805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126164,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-2-2022,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188491405756,Executive Directive,ED-2,2022,2022-01-15,Executive Directive 2 (2022) Ensuring Privacy Protections and Individual Rights of Executive Branch Employees,Ensuring Privacy Protections and Individual Rights of Executive Branch Employees,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188491405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126167,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-3-2022,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188491005756,Executive Directive,ED-3,2022,2022-09-01,Executive Directive 3 (2022) Addressing Teacher Shortages in Virginia Schools,Addressing Teacher Shortages in Virginia Schools,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188491005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126170,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-4-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490705756,Executive Directive,ED-4,2023,2023-05-31,Executive Directive 4 (2023) Deploying Targeted Resources in Response to the Emergency Management Assistance Compact Request from the State of Texas to Address Ongoing Southern U.S. Border Crisis,Deploying Targeted Resources in Response to the Emergency Management Assistance Compact Request from the State of Texas to Address Ongoing Southern U.S. Border Crisis,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126173,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-13-2025,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490605756,Executive Directive,ED-13,2025,2025-08-13,Executive Directive 13 (2025) Materially Reducing Errors in Supplemental Nutrition Assistance Program Benefit Processing,Materially Reducing Errors in Supplemental Nutrition Assistance Program Benefit Processing,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126200,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-5-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490505756,Executive Directive,ED-5,2023,2023-09-20,Executive Directive 5 (2023) Recognizing the Risks and Seizing the Opportunities of Artificial Intelligence,Recognizing the Risks and Seizing the Opportunities of Artificial Intelligence,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126176,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-14-2025,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490405756,Executive Directive,ED-14,2025,2025-10-02,"Executive Directive 14 (2025) Directing the Promulgation of Regulations to Secure Health, Safety, Privacy, Dignity, and Respect for All Virginians in Sex Separated Spaces","Directing the Promulgation of Regulations to Secure Health, Safety, Privacy, Dignity, and Respect for All Virginians in Sex Separated Spaces",False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126203,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-6-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490305756,Executive Directive,ED-6,2023,2023-10-31,Executive Directive 6 (2023) Combating Antisemitism and Anti-Religious Bigotry and Protecting the Freedom to Worship in the Commonwealth of Virginia,Combating Antisemitism and Anti-Religious Bigotry and Protecting the Freedom to Worship in the Commonwealth of Virginia,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126179,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-1-2022,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490205756,Executive Order,EO-1,2022,2022-01-15,"Executive Order 1 (2022) Ending the Use of Inherently Divisive Concepts, Including Critical Race Theory, and Restoring Excellence in K-12 Public Education in the Commonwealth","Ending the Use of Inherently Divisive Concepts, Including Critical Race Theory, and Restoring Excellence in K-12 Public Education in the Commonwealth",False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126224,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-7-2024,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490105756,Executive Directive,ED-7,2024,2024-05-16,Executive Directive 7 (2024) Addressing Changes to the Virginia Military Survivors and Dependents Education Program,Addressing Changes to the Virginia Military Survivors and Dependents Education Program,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126182,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-2-2022,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188490005756,Executive Order,EO-2,2022,2022-01-15,"Executive Order 2 (2022) and Order of Public Emergency One (2022) Reaffirming the Rights of Parents in the Upbringing, Education, and Care of their Children","and Order of Public Emergency One (2022) Reaffirming the Rights of Parents in the Upbringing, Education, and Care of their Children",False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188490005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126227,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-8-2024,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489905756,Executive Directive,ED-8,2024,2024-10-10,Executive Directive 8 (2024) Deploying Targeted Resources in Response to the Emergency Assistance Compact Requests from the State of Florida to Address Anticipated Consequences of Hurricane Milton,Deploying Targeted Resources in Response to the Emergency Assistance Compact Requests from the State of Florida to Address Anticipated Consequences of Hurricane Milton,False,other,False,hurricane,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126185,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-9-2024,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489805756,Executive Directive,ED-9,2024,2024-10-17,Executive Directive 9 (2024) Establishing the Office of Hurricane Helene Recovery and Rebuilding within the Office of the Governor,Establishing the Office of Hurricane Helene Recovery and Rebuilding within the Office of the Governor,False,other,False,hurricane,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126188,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-10-2024,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489705756,Executive Directive,ED-10,2024,2024-12-05,Executive Directive 10 (2024) Positioning the Commonwealth of Virginia for Continued Success in Chesapeake Bay Restoration Efforts,Positioning the Commonwealth of Virginia for Continued Success in Chesapeake Bay Restoration Efforts,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126191,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-11-2024,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489605756,Executive Directive,ED-11,2024,2024-12-17,"Executive Directive 11 (2024) Supporting Healthier Pregnant Women, Mothers, and Infants by Reporting Actionable Data on Maternal Mortality","Supporting Healthier Pregnant Women, Mothers, and Infants by Reporting Actionable Data on Maternal Mortality",False,other,False,,False,5 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126194,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-ED-12-2025,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489505756,Executive Directive,ED-12,2025,2025-08-13,Executive Directive 12 (2025) Transforming Rural Health and Supporting Health Care Providers,Transforming Rural Health and Supporting Health Care Providers,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126197,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-26-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489405756,Executive Order,EO-26,2023,2023-05-09,Executive Order 26 (2023) Crushing the Fentanyl Epidemic: Strengthening Virginia's Interdiction and Enforcement Response to Fentanyl Crisis,Crushing the Fentanyl Epidemic: Strengthening Virginia's Interdiction and Enforcement Response to Fentanyl Crisis,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126299,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-27-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489305756,Executive Order,EO-27,2023,2023-09-22,Executive Order 27 (2023) Declaration of a State of Emergency Due to Severe Flooding and Tropical Storm Impacts Across the Commonwealth,Declaration of a State of Emergency Due to Severe Flooding and Tropical Storm Impacts Across the Commonwealth,True,declaration,True,flood; storm; tropical,False,3 PDF pages (original); 3 PDF pages (amended),https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126302,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-28-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489205756,Executive Order,EO-28,2023,2023-11-01,"Executive Order 28 (2023) Parental Notification, Law Enforcement Collaboration, and Student Education to Prevent Student Overdoses","Parental Notification, Law Enforcement Collaboration, and Student Education to Prevent Student Overdoses",False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126306,Library of Virginia Executive Orders Digital Collection
VA-YOUNGKIN-EO-29-2023,Glenn Youngkin,2022-2026,youngkin,81187807320005756,alma9918188489105756,Executive Order,EO-29,2023,2023-11-06,"Executive Order 29 (2023) Declaration of a State of Emergency Due to Wildfires, or the Potential thereof, Throughout the Commonwealth of Virginia","Declaration of a State of Emergency Due to Wildfires, or the Potential thereof, Throughout the Commonwealth of Virginia",True,declaration,True,fire,False,3 PDF pages (original); 3 PDF pages (amended),https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9918188489105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,https://rosetta.virginiamemory.com/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE4126309,Library of Virginia Executive Orders Digital Collection
